単語,元単語,問題ID,読み方,別解,別表記,意味,追記,レベル,画像,切り抜き画像,Tags
耜,,Lv05_0975,すき,,耒・㦮・耜・犁・犂・耡・銭・銚・銛・鋤・銽・錢・䵓・鍬・鍫・㭒・䥍・𣏌・鈐・鉏・錟・鍤・鎛・𤛼・𬫖,土を掘り起こすための農具。,,05,"<img src=""Lv05_0975.png"">","<img src=""Lv05_0975_cropped.png"">",漢字でGO!-05
耒,耜,Lv05_0975,すき,,耜・㦮・耜・犁・犂・耡・銭・銚・銛・鋤・銽・錢・䵓・鍬・鍫・㭒・䥍・𣏌・鈐・鉏・錟・鍤・鎛・𤛼・𬫖,土を掘り起こすための農具。,,05,"<img src=""Lv05_0975.png"">","<img src=""Lv05_0975_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
㦮,耜,Lv05_0975,すき,,耜・耒・耜・犁・犂・耡・銭・銚・銛・鋤・銽・錢・䵓・鍬・鍫・㭒・䥍・𣏌・鈐・鉏・錟・鍤・鎛・𤛼・𬫖,土を掘り起こすための農具。,,05,"<img src=""Lv05_0975.png"">","<img src=""Lv05_0975_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
耜,耜,Lv05_0975,すき,,耜・耒・㦮・犁・犂・耡・銭・銚・銛・鋤・銽・錢・䵓・鍬・鍫・㭒・䥍・𣏌・鈐・鉏・錟・鍤・鎛・𤛼・𬫖,土を掘り起こすための農具。,,05,"<img src=""Lv05_0975.png"">","<img src=""Lv05_0975_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
犁,耜,Lv05_0975,すき,,耜・耒・㦮・耜・犂・耡・銭・銚・銛・鋤・銽・錢・䵓・鍬・鍫・㭒・䥍・𣏌・鈐・鉏・錟・鍤・鎛・𤛼・𬫖,土を掘り起こすための農具。,,05,"<img src=""Lv05_0975.png"">","<img src=""Lv05_0975_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
犂,耜,Lv05_0975,すき,,耜・耒・㦮・耜・犁・耡・銭・銚・銛・鋤・銽・錢・䵓・鍬・鍫・㭒・䥍・𣏌・鈐・鉏・錟・鍤・鎛・𤛼・𬫖,土を掘り起こすための農具。,,05,"<img src=""Lv05_0975.png"">","<img src=""Lv05_0975_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
耡,耜,Lv05_0975,すき,,耜・耒・㦮・耜・犁・犂・銭・銚・銛・鋤・銽・錢・䵓・鍬・鍫・㭒・䥍・𣏌・鈐・鉏・錟・鍤・鎛・𤛼・𬫖,土を掘り起こすための農具。,,05,"<img src=""Lv05_0975.png"">","<img src=""Lv05_0975_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
銭,耜,Lv05_0975,すき,,耜・耒・㦮・耜・犁・犂・耡・銚・銛・鋤・銽・錢・䵓・鍬・鍫・㭒・䥍・𣏌・鈐・鉏・錟・鍤・鎛・𤛼・𬫖,土を掘り起こすための農具。,,05,"<img src=""Lv05_0975.png"">","<img src=""Lv05_0975_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
銚,耜,Lv05_0975,すき,,耜・耒・㦮・耜・犁・犂・耡・銭・銛・鋤・銽・錢・䵓・鍬・鍫・㭒・䥍・𣏌・鈐・鉏・錟・鍤・鎛・𤛼・𬫖,土を掘り起こすための農具。,,05,"<img src=""Lv05_0975.png"">","<img src=""Lv05_0975_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
銛,耜,Lv05_0975,すき,,耜・耒・㦮・耜・犁・犂・耡・銭・銚・鋤・銽・錢・䵓・鍬・鍫・㭒・䥍・𣏌・鈐・鉏・錟・鍤・鎛・𤛼・𬫖,土を掘り起こすための農具。,,05,"<img src=""Lv05_0975.png"">","<img src=""Lv05_0975_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
鋤,耜,Lv05_0975,すき,,耜・耒・㦮・耜・犁・犂・耡・銭・銚・銛・銽・錢・䵓・鍬・鍫・㭒・䥍・𣏌・鈐・鉏・錟・鍤・鎛・𤛼・𬫖,土を掘り起こすための農具。,,05,"<img src=""Lv05_0975.png"">","<img src=""Lv05_0975_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
銽,耜,Lv05_0975,すき,,耜・耒・㦮・耜・犁・犂・耡・銭・銚・銛・鋤・錢・䵓・鍬・鍫・㭒・䥍・𣏌・鈐・鉏・錟・鍤・鎛・𤛼・𬫖,土を掘り起こすための農具。,,05,"<img src=""Lv05_0975.png"">","<img src=""Lv05_0975_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
錢,耜,Lv05_0975,すき,,耜・耒・㦮・耜・犁・犂・耡・銭・銚・銛・鋤・銽・䵓・鍬・鍫・㭒・䥍・𣏌・鈐・鉏・錟・鍤・鎛・𤛼・𬫖,土を掘り起こすための農具。,,05,"<img src=""Lv05_0975.png"">","<img src=""Lv05_0975_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
䵓,耜,Lv05_0975,すき,,耜・耒・㦮・耜・犁・犂・耡・銭・銚・銛・鋤・銽・錢・鍬・鍫・㭒・䥍・𣏌・鈐・鉏・錟・鍤・鎛・𤛼・𬫖,土を掘り起こすための農具。,,05,"<img src=""Lv05_0975.png"">","<img src=""Lv05_0975_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
鍬,耜,Lv05_0975,すき,,耜・耒・㦮・耜・犁・犂・耡・銭・銚・銛・鋤・銽・錢・䵓・鍫・㭒・䥍・𣏌・鈐・鉏・錟・鍤・鎛・𤛼・𬫖,土を掘り起こすための農具。,,05,"<img src=""Lv05_0975.png"">","<img src=""Lv05_0975_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
鍫,耜,Lv05_0975,すき,,耜・耒・㦮・耜・犁・犂・耡・銭・銚・銛・鋤・銽・錢・䵓・鍬・㭒・䥍・𣏌・鈐・鉏・錟・鍤・鎛・𤛼・𬫖,土を掘り起こすための農具。,,05,"<img src=""Lv05_0975.png"">","<img src=""Lv05_0975_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
㭒,耜,Lv05_0975,すき,,耜・耒・㦮・耜・犁・犂・耡・銭・銚・銛・鋤・銽・錢・䵓・鍬・鍫・䥍・𣏌・鈐・鉏・錟・鍤・鎛・𤛼・𬫖,土を掘り起こすための農具。,,05,"<img src=""Lv05_0975.png"">","<img src=""Lv05_0975_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
䥍,耜,Lv05_0975,すき,,耜・耒・㦮・耜・犁・犂・耡・銭・銚・銛・鋤・銽・錢・䵓・鍬・鍫・㭒・𣏌・鈐・鉏・錟・鍤・鎛・𤛼・𬫖,土を掘り起こすための農具。,,05,"<img src=""Lv05_0975.png"">","<img src=""Lv05_0975_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
𣏌,耜,Lv05_0975,すき,,耜・耒・㦮・耜・犁・犂・耡・銭・銚・銛・鋤・銽・錢・䵓・鍬・鍫・㭒・䥍・鈐・鉏・錟・鍤・鎛・𤛼・𬫖,土を掘り起こすための農具。,,05,"<img src=""Lv05_0975.png"">","<img src=""Lv05_0975_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
鈐,耜,Lv05_0975,すき,,耜・耒・㦮・耜・犁・犂・耡・銭・銚・銛・鋤・銽・錢・䵓・鍬・鍫・㭒・䥍・𣏌・鉏・錟・鍤・鎛・𤛼・𬫖,土を掘り起こすための農具。,,05,"<img src=""Lv05_0975.png"">","<img src=""Lv05_0975_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
鉏,耜,Lv05_0975,すき,,耜・耒・㦮・耜・犁・犂・耡・銭・銚・銛・鋤・銽・錢・䵓・鍬・鍫・㭒・䥍・𣏌・鈐・錟・鍤・鎛・𤛼・𬫖,土を掘り起こすための農具。,,05,"<img src=""Lv05_0975.png"">","<img src=""Lv05_0975_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
錟,耜,Lv05_0975,すき,,耜・耒・㦮・耜・犁・犂・耡・銭・銚・銛・鋤・銽・錢・䵓・鍬・鍫・㭒・䥍・𣏌・鈐・鉏・鍤・鎛・𤛼・𬫖,土を掘り起こすための農具。,,05,"<img src=""Lv05_0975.png"">","<img src=""Lv05_0975_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
鍤,耜,Lv05_0975,すき,,耜・耒・㦮・耜・犁・犂・耡・銭・銚・銛・鋤・銽・錢・䵓・鍬・鍫・㭒・䥍・𣏌・鈐・鉏・錟・鎛・𤛼・𬫖,土を掘り起こすための農具。,,05,"<img src=""Lv05_0975.png"">","<img src=""Lv05_0975_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
鎛,耜,Lv05_0975,すき,,耜・耒・㦮・耜・犁・犂・耡・銭・銚・銛・鋤・銽・錢・䵓・鍬・鍫・㭒・䥍・𣏌・鈐・鉏・錟・鍤・𤛼・𬫖,土を掘り起こすための農具。,,05,"<img src=""Lv05_0975.png"">","<img src=""Lv05_0975_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
𤛼,耜,Lv05_0975,すき,,耜・耒・㦮・耜・犁・犂・耡・銭・銚・銛・鋤・銽・錢・䵓・鍬・鍫・㭒・䥍・𣏌・鈐・鉏・錟・鍤・鎛・𬫖,土を掘り起こすための農具。,,05,"<img src=""Lv05_0975.png"">","<img src=""Lv05_0975_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
𬫖,耜,Lv05_0975,すき,,耜・耒・㦮・耜・犁・犂・耡・銭・銚・銛・鋤・銽・錢・䵓・鍬・鍫・㭒・䥍・𣏌・鈐・鉏・錟・鍤・鎛・𤛼,土を掘り起こすための農具。,,05,"<img src=""Lv05_0975.png"">","<img src=""Lv05_0975_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
血腥い,,Lv05_0976,ちなまぐさい,,血生臭い・血羶い・血羴い・血臊い,血のにおいがする。また、流血を見るような残酷なさま。,,05,"<img src=""Lv05_0976.png"">","<img src=""Lv05_0976_cropped.png"">",漢字でGO!-05
血生臭い,血腥い,Lv05_0976,ちなまぐさい,,血腥い・血羶い・血羴い・血臊い,血のにおいがする。また、流血を見るような残酷なさま。,,05,"<img src=""Lv05_0976.png"">","<img src=""Lv05_0976_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
血羶い,血腥い,Lv05_0976,ちなまぐさい,,血腥い・血生臭い・血羴い・血臊い,血のにおいがする。また、流血を見るような残酷なさま。,,05,"<img src=""Lv05_0976.png"">","<img src=""Lv05_0976_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
血羴い,血腥い,Lv05_0976,ちなまぐさい,,血腥い・血生臭い・血羶い・血臊い,血のにおいがする。また、流血を見るような残酷なさま。,,05,"<img src=""Lv05_0976.png"">","<img src=""Lv05_0976_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
血臊い,血腥い,Lv05_0976,ちなまぐさい,,血腥い・血生臭い・血羶い・血羴い,血のにおいがする。また、流血を見るような残酷なさま。,,05,"<img src=""Lv05_0976.png"">","<img src=""Lv05_0976_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
直会,,Lv05_0977,なおらい,,,神事の後、神々に供えた神酒、神饌などをおろして行なう宴会。,,05,"<img src=""Lv05_0977.png"">","<img src=""Lv05_0977_cropped.png"">",漢字でGO!-05
膰,,Lv05_0978,ひもろぎ,ひもごり,胙・燔・㸋・脤,祖先のみたまやなどの祭りに供える、火であぶった肉。,神籬、𮂔、禄、祳は別のもの(*2)を指す。,05,"<img src=""Lv05_0978.png"">","<img src=""Lv05_0978_cropped.png"">",漢字でGO!-05
胙,膰,Lv05_0978,ひもろぎ,ひもごり,膰・燔・㸋・脤,祖先のみたまやなどの祭りに供える、火であぶった肉。,神籬、𮂔、禄、祳は別のもの(*2)を指す。,05,"<img src=""Lv05_0978.png"">","<img src=""Lv05_0978_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
燔,膰,Lv05_0978,ひもろぎ,ひもごり,膰・胙・㸋・脤,祖先のみたまやなどの祭りに供える、火であぶった肉。,神籬、𮂔、禄、祳は別のもの(*2)を指す。,05,"<img src=""Lv05_0978.png"">","<img src=""Lv05_0978_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
㸋,膰,Lv05_0978,ひもろぎ,ひもごり,膰・胙・燔・脤,祖先のみたまやなどの祭りに供える、火であぶった肉。,神籬、𮂔、禄、祳は別のもの(*2)を指す。,05,"<img src=""Lv05_0978.png"">","<img src=""Lv05_0978_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
脤,膰,Lv05_0978,ひもろぎ,ひもごり,膰・胙・燔・㸋,祖先のみたまやなどの祭りに供える、火であぶった肉。,神籬、𮂔、禄、祳は別のもの(*2)を指す。,05,"<img src=""Lv05_0978.png"">","<img src=""Lv05_0978_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
温ねる,,Lv05_0979,たずねるねる,,溫ねる,復習する。よみがえらせる。,,05,"<img src=""Lv05_0979.png"">","<img src=""Lv05_0979_cropped.png"">",漢字でGO!-05
溫ねる,温ねる,Lv05_0979,たずねるねる,,温ねる,復習する。よみがえらせる。,,05,"<img src=""Lv05_0979.png"">","<img src=""Lv05_0979_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
課てる,,Lv05_0980,わりあてる,,割り当てる,全体を幾つかの部分に分け、それぞれが引き受けるべき分量や仕事の範囲を決める。,,05,"<img src=""Lv05_0980.png"">","<img src=""Lv05_0980_cropped.png"">",漢字でGO!-05
割り当てる,課てる,Lv05_0980,わりあてる,,課てる,全体を幾つかの部分に分け、それぞれが引き受けるべき分量や仕事の範囲を決める。,,05,"<img src=""Lv05_0980.png"">","<img src=""Lv05_0980_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
萍,,Lv05_0981,うきくさ,,浮草・蘋・蓱󠄃・苹・薲・浮萍・宇岐久佐,オモダカ目サトイモ科の多年草。淡水域の水面に生育する。,,05,"<img src=""Lv05_0981.png"">","<img src=""Lv05_0981_cropped.png"">",漢字でGO!-05
浮草,萍,Lv05_0981,うきくさ,,萍・蘋・蓱󠄃・苹・薲・浮萍・宇岐久佐,オモダカ目サトイモ科の多年草。淡水域の水面に生育する。,,05,"<img src=""Lv05_0981.png"">","<img src=""Lv05_0981_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
蘋,萍,Lv05_0981,うきくさ,,萍・浮草・蓱󠄃・苹・薲・浮萍・宇岐久佐,オモダカ目サトイモ科の多年草。淡水域の水面に生育する。,,05,"<img src=""Lv05_0981.png"">","<img src=""Lv05_0981_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
蓱󠄃,萍,Lv05_0981,うきくさ,,萍・浮草・蘋・苹・薲・浮萍・宇岐久佐,オモダカ目サトイモ科の多年草。淡水域の水面に生育する。,,05,"<img src=""Lv05_0981.png"">","<img src=""Lv05_0981_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
苹,萍,Lv05_0981,うきくさ,,萍・浮草・蘋・蓱󠄃・薲・浮萍・宇岐久佐,オモダカ目サトイモ科の多年草。淡水域の水面に生育する。,,05,"<img src=""Lv05_0981.png"">","<img src=""Lv05_0981_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
薲,萍,Lv05_0981,うきくさ,,萍・浮草・蘋・蓱󠄃・苹・浮萍・宇岐久佐,オモダカ目サトイモ科の多年草。淡水域の水面に生育する。,,05,"<img src=""Lv05_0981.png"">","<img src=""Lv05_0981_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
浮萍,萍,Lv05_0981,うきくさ,,萍・浮草・蘋・蓱󠄃・苹・薲・宇岐久佐,オモダカ目サトイモ科の多年草。淡水域の水面に生育する。,,05,"<img src=""Lv05_0981.png"">","<img src=""Lv05_0981_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
宇岐久佐,萍,Lv05_0981,うきくさ,,萍・浮草・蘋・蓱󠄃・苹・薲・浮萍,オモダカ目サトイモ科の多年草。淡水域の水面に生育する。,,05,"<img src=""Lv05_0981.png"">","<img src=""Lv05_0981_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
迥か,,Lv05_0982,はるか,,辽か・杳か・㢠か・眇か・茫か・迢か・逈か・悠か・逖か・䢛か・遥か・渺か・逷か・遐か・夐か・遙か・緬か・遼か・敻か・藐か・賖か・踔か・邈か・𨘷󠄁か,遠く離れているさま。また、距離が隔たり遠いさま。,,05,"<img src=""Lv05_0982.png"">","<img src=""Lv05_0982_cropped.png"">",漢字でGO!-05
辽か,迥か,Lv05_0982,はるか,,迥か・杳か・㢠か・眇か・茫か・迢か・逈か・悠か・逖か・䢛か・遥か・渺か・逷か・遐か・夐か・遙か・緬か・遼か・敻か・藐か・賖か・踔か・邈か・𨘷󠄁か,遠く離れているさま。また、距離が隔たり遠いさま。,,05,"<img src=""Lv05_0982.png"">","<img src=""Lv05_0982_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
杳か,迥か,Lv05_0982,はるか,,迥か・辽か・㢠か・眇か・茫か・迢か・逈か・悠か・逖か・䢛か・遥か・渺か・逷か・遐か・夐か・遙か・緬か・遼か・敻か・藐か・賖か・踔か・邈か・𨘷󠄁か,遠く離れているさま。また、距離が隔たり遠いさま。,,05,"<img src=""Lv05_0982.png"">","<img src=""Lv05_0982_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
㢠か,迥か,Lv05_0982,はるか,,迥か・辽か・杳か・眇か・茫か・迢か・逈か・悠か・逖か・䢛か・遥か・渺か・逷か・遐か・夐か・遙か・緬か・遼か・敻か・藐か・賖か・踔か・邈か・𨘷󠄁か,遠く離れているさま。また、距離が隔たり遠いさま。,,05,"<img src=""Lv05_0982.png"">","<img src=""Lv05_0982_cropped.png"">",漢字でGO!-05 漢字でGO!-別表記
